description,business_type
测试主机,dev-test-env
测试云主机,dev-test-env
测试及后台管理,dev-test-env
测试备用,dev-test-env
测试学习,dev-test-env
测试实例(腾讯/上海),dev-test-env
测试小服务器,dev-test-env
测试小程序,dev-test-env
测试开发_系统盘_蜂麦街,dev-test-env
测试数据库,dev-test-env
测试数据库,dev-test-env
测试服,dev-test-env
测试服,dev-test-env
测试服_测试环境,dev-test-env
测试服务,dev-test-env
测试服务,dev-test-env
测试服务器,dev-test-env
测试服务器,dev-test-env
测试服务器,dev-test-env
测试服务器-test.airtu.me,dev-test-env
测试服务器2_数据盘,dev-test-env
测试服数据盘,dev-test-env
测试服系统盘,dev-test-env
测试机,dev-test-env
测试机windows数据盘,dev-test-env
测试机器,dev-test-env
测试测试测试,dev-test-env
测试环境,dev-test-env
测试环境,dev-test-env
测试环境,dev-test-env
测试环境,dev-test-env
测试环境-3年,dev-test-env
测试环境-MySQL数据库多实例-rabbitmq,dev-test-env
测试环境-Redis+MongoDB多实例,dev-test-env
测试环境服务器,dev-test-env
测试用,dev-test-env
测试用主机,dev-test-env
测试用服务器,dev-test-env
测试用服务端,dev-test-env
测试网,dev-test-env
测试网站,dev-test-env
测试网转换服务_转换服务器磁盘,dev-test-env
测试项目,dev-test-env
浏览号服务器,media-news-portal
浙江中外运舱单平台,logistics-mobility
浙江同步课堂云平台,education-learning
浙江唐鱼,game-service
浦东新区第一劫,gov-public-service
浦江大屏,gov-public-service
浩浩先森,personal-use
浪奔,game-service
海丝购返利,ecommerce-retail
海信旗舰店,ecommerce-retail
海南千湖百川海洋科技有限公司,corp-website-portal
海士一号企鹅服务器_海士企鹅一号硬盘,infra-node
海士一号企鹅服务器_海士企鹅二号硬盘,game-service
海波东服务器yybb1997!((&,generic-unknown
海马保官网2.0,corp-website-portal
海鼎新系统,logistics-mobility
涂卸妹,generic-unknown
消息消费,infra-message-queue
消息队列,infra-message-queue
消息队列和微信工程,infra-message-queue
消毒柜生产环境_消毒柜系统盘,office-system
涛涛,generic-unknown
润农官网,corp-website-portal
润物,education-learning
涵涵,generic-unknown
涵虚混太清,generic-unknown
涿州优惠,local-service-delivery
淘,ecommerce-retail
淘宝,ecommerce-retail
淘宝专用,ecommerce-retail
淘宝个人3M,ecommerce-retail
淘宝客,ecommerce-retail
淘宝机器人,data-collection-delivery
淘宝返利网,ecommerce-retail
淘客,ecommerce-retail
淘客服务器,ecommerce-retail
淘客机器人,ecommerce-retail
淘客网址,ecommerce-retail
淘客联盟,ecommerce-retail
淘客返利机器人,ecommerce-retail
淘小鸭,ecommerce-retail
淘气惠优品,ecommerce-retail
淮南项目YY,community-social-forum
深圳市农品优选电子商务有限公司,ecommerce-retail
深圳市维景贝视特科技有限公司,generic-unknown
深圳微信,community-social-forum
深圳悦商测试服务器,dev-test-env
深圳易方达,finance-payment
深圳至容,generic-unknown
混战,game-service
混服,game-service
混服11服-lps,game-service
混服集群,game-service
清凉,generic-unknown
清泉主机,generic-unknown
清田,generic-unknown
清风中央服数据盘_美人传_-_公共_-_中央服,game-service
清风少年,game-service
渔民俱乐部,community-social-forum
渗透测试服务,dev-test-env
渣渣红,game-service
渣渣辉,game-service
温小霞,personal-use
温州市立清保洁有限公司,local-service-delivery
温馨家园网,community-social-forum
港湾e家系统盘,office-system
游安均,personal-use
游戏,game-service
游戏,game-service
游戏,game-service
游戏_国内_37游戏页游-37平台_暗黑大天使,game-service
游戏_国内_手游_37手游平台_百战封魔绿色版,game-service
游戏专用,game-service
游戏云服务器,game-service
游戏包存储_瑞玩sdk平台,game-service
游戏区服1_系统盘_登录服-GM后台-资源服等,game-service
游戏文件,game-service
游戏服,game-service
游戏服,game-service
游戏服-5AW,game-service
游戏服19_系统盘,game-service
游戏服_系统盘,game-service
游戏服{R:39}_系统盘,game-service
游戏服{R:59}_数据盘_6,game-service
游戏服务器,game-service
游戏服务器一,game-service
游戏服（老项目）,game-service
游戏机,game-service
游戏正式服,game-service
游戏爱天堂,game-service
游戏直播中台_2295,media-video-streaming
游戏网站,corp-website-portal
游斐,game-service
游马网络,game-service
游龙-巡天斩龙决_系统盘,game-service
湖北交通web附件存储盘_湖北交通风险web服务器陈俊飞,gov-public-service
湖北广电-BGP,gov-public-service
湖北广电-电信,media-video-streaming
湖北广电-联通,gov-public-service
湖北新驰建设,office-system
湖南省宁乡县水利水电总公司,gov-public-service
源琪科技,corp-website-portal
源码、自动化构建服务器,dev-test-env
源码测试机,dev-test-env
滑稽,personal-use
满仓-后端-私服+文件位置+配置中心(4G),game-service
满意,generic-unknown
满海星个人空间,community-social-forum
满贯,game-service
漂亮家居,ecommerce-retail
演示,dev-test-env
演示服务器,dev-test-env
漫之步,game-service
漫游1号,logistics-mobility
漫画3UAT-VUE/JAVA,dev-test-env
潇湘night雨,game-service
潘井军,generic-unknown
潘娜,generic-unknown
潘文金腾讯云--TEST,dev-test-env
潮品,ecommerce-retail
火影BT（简玩）中控资源服,game-service
火星人,game-service
火星计划_系统,game-service
灭霸,game-service
灵魂之火_2028,game-service
灾备监控服务器-线图网站、灾备,infra-logging-monitoring
炎明网络,corp-website-portal
炎炎测试,dev-test-env
炎黄集团,corp-website-portal
炒股养家,personal-use
炜迪智控,iot-saas-platform
炫舞2_252,game-service
点播截图,media-video-streaming
点点教育,education-learning
热血修仙-公共,game-service
热血修仙H5游服,game-service
热血龙卫-接口服,game-service
熊慧敏,generic-unknown
熊猫旅行_闪吧-服装店S1主,ecommerce-retail
熊猫旅行_闪吧-熊猫S1主,travel-hospitality
熊猫烧香,generic-unknown
燃气客服系统_电子发票接口服务器,gov-public-service
燃气客服系统_非居民智能表通讯服务器,iot-saas-platform
爆兵微端IOS审核服,game-service
爬虫,data-collection-delivery
爬虫,data-collection-delivery
爬虫服务,data-collection-delivery
爱丽之家2008_死_爱丽之家2008_数据盘,generic-unknown
爱买买,ecommerce-retail
爱住数据库存储盘一_爱住筋斗云服务器,infra-database
爱吃草莓的,personal-use
爱小芮,generic-unknown
爱尚云服务器,generic-unknown
爱居兔_-_node4_-_218(系)_爱居兔项目,infra-node
爱情全保WEB项目,finance-payment
爱来演示,dev-test-env
爱熙,local-service-delivery
爱返利专用,ecommerce-retail
爸,generic-unknown
牌坊街,travel-hospitality
牛一毛省薪,office-system
牛四,education-learning
牛奶生鱼片,ecommerce-retail
牛州支付,finance-payment
牛志恒wish：nih0009@163.com,personal-use
牛贝优惠券商城,ecommerce-retail
牛逼PLUS,game-service
牛逼克拉斯,personal-use
牛逼克拉斯,personal-use
牢牢地_数据盘_牢牢地礼品网,ecommerce-retail
牧杓社区1号,community-social-forum
牧皇,game-service
物业平台2_科桥OS2.,office-system
物业微信商城,ecommerce-retail
物业管理助手,office-system
物流部,logistics-mobility
牵风,game-service
特卖网站,ecommerce-retail
特新云,iot-saas-platform
特检e考通,education-learning
特种设备,gov-public-service
特衡,generic-unknown
狂神无双S(混服)_后台&&登陆服,game-service
狐妖小红娘_1548,game-service
独代@oppo_cbxz,ecommerce-retail
独行侠的守望,game-service
猕猴桃后台服务器,game-service
猩览城,game-service
猪猪,game-service
猪猪一年,game-service
猪齿鱼1-NFS,infra-node
猫嗅智能引流宝,ecommerce-retail
猫投车屏_亳州非遗协会,gov-public-service
猫游记服务器二,game-service
猫猫狗狗cdn下载_系统盘,data-collection-delivery
猿人科技-腾讯云,office-system
猿创,education-learning
猿数据云硬盘,infra-node
獭獭,generic-unknown
獭獭露之家,community-social-forum
玄科_3D定制服务器,media-video-streaming
玉光的,generic-unknown
玉哥,personal-use
玉山,finance-payment
玉山招生系统,education-learning
玉熙猫咪屋,ecommerce-retail
王__华,generic-unknown
王丹秋雨,generic-unknown
王丽华,generic-unknown
王之峰,personal-use
王之峰,personal-use
王云腾讯云,generic-unknown
王亮,personal-use
王伟腾,personal-use
王增博账户,personal-use
王小永,generic-unknown
王峰,personal-use
王彦钧,generic-unknown
王思聪-新版H323邮政演示2-长期保留,gov-public-service
王新星,generic-unknown
王明新,generic-unknown
王春,generic-unknown
王春光,generic-unknown
王春兰,generic-unknown
王晶,generic-unknown
王海焱,generic-unknown
王海红,personal-use
王温戳,generic-unknown
王燕江欧美洲,generic-unknown
王牌战士_1829,game-service
王睿的服务器,personal-use
王竹青,generic-unknown
王紫翩,generic-unknown
王者主机,game-service
王者渔乐,game-service
王者荣耀电视台_1564,media-video-streaming
王花郎博客,community-social-forum
王苏云亚马逊,ecommerce-retail
王豪,generic-unknown
王贵照欧美洲,personal-use
王赛,generic-unknown
王邦宇的云服务器,personal-use
王金金,personal-use
王霞,generic-unknown
王鹤兰,personal-use
玖道天,generic-unknown
玩乐空间,game-service
玩具鸡,generic-unknown
玩家体验服LP,game-service
玩家体验服LP,game-service
玩物-会员1号_玩物会员1号,ecommerce-retail
玩物-会员4号,game-service
玩物-小号注册,game-service
玩物-托管2号,game-service
玩物-违约1号,game-service
玩玩,game-service
玩转羊毛,ecommerce-retail
玮烨装饰,corp-website-portal
环图,generic-unknown
玲,generic-unknown
玲玲,personal-use
玺扬,generic-unknown
珀宝狸,game-service
珊珊3_系统盘_8,generic-unknown
珠海星光网络科技,corp-website-portal
球拍网,ecommerce-retail
琅琊西游_公益版,game-service
理财通_1017,finance-payment
琉璃,generic-unknown
琨友汇小程序,community-social-forum
琪朵1号,generic-unknown
琪琪,game-service
瑞成精品+久德优品,ecommerce-retail
瑞玩sdk平台_订单系统,finance-payment
瑶美体育（姚佳美-企W141-胡）,office-system
璀璨光辉,game-service
瓜小七,game-service
生,generic-unknown
生_8-15_(100),generic-unknown
生产,generic-unknown
生产-前端,corp-website-portal
生产-小,generic-unknown
生产-滞汉-应用,generic-unknown
生产1号,generic-unknown
生产待使用(job),generic-unknown
生产数据分析+Mangodb,infra-database
生产服务器,generic-unknown
生产服务器-后端,infra-node
生产环境,generic-unknown
生产环境,generic-unknown
生产环境-滨河店互动屏中台-WEB,local-service-delivery
生产环境_趋佳积分同步,ecommerce-retail
生产节点,infra-node
生活创意公馆,community-social-forum
生活趣学堂,education-learning
用户中心+流控中心,iot-saas-platform
用户系统,office-system
用户系统,office-system
用来做代理服务器,infra-jumpbox
用联达,office-system
田东县诺丁山文化传媒有限公司,media-news-portal
申小龙,generic-unknown
申能股份_新SOAM系统,office-system
申能股份_预测服务器,ai-machine-learning
电信严选,ecommerce-retail
电动小马达,logistics-mobility
电子工业,office-system
电子签章服务器,office-system
男孩,generic-unknown
畅聚2号,community-social-forum
畅邮体验中心,gov-public-service
疾秘,generic-unknown
病毒-game,game-service
登录,infra-jumpbox
白咕咕,generic-unknown
白娘子,game-service
白嫖的云机,personal-use
白小灰,generic-unknown
白帽测试,dev-test-env
白幽灵,game-service
白日门,game-service
白日门,game-service
白白,generic-unknown
白笙,game-service
百业兴盛期货,finance-payment
百人龙凤_-_美人传_-_正式_-,game-service
百山祖,gov-public-service
百岁堂,ecommerce-retail
百晓,game-service
皇上-上海-负载均衡,generic-unknown
皇佳一号,travel-hospitality
皇家一号,travel-hospitality
皇巢宠物,ecommerce-retail
皇者H5-小7专服,game-service
皮皮星,community-social-forum
皮肤病测试-es,gov-public-service
皮肤病测试服,dev-test-env
皮革厂,corp-website-portal
益华乐家服务器_益华乐家系统盘,generic-unknown
益米电商,ecommerce-retail
益萍_系统盘_7,generic-unknown
监控中心,infra-logging-monitoring
监控通入口服务器,iot-saas-platform
监管同步,infra-logging-monitoring
盛世测试,dev-test-env
盛研王总,office-system
直播,media-video-streaming
直播-正式服务器,media-video-streaming
直播-测试,dev-test-env
直播内网服务器_系统盘,media-video-streaming
直播室FILE_STATIC_数据盘,media-video-streaming
直播室FILE_STATIC_系统盘,media-video-streaming
直播测试-服务器,dev-test-env
直播用服务器,media-video-streaming
直销人,office-system
省教育厅思政项目,gov-public-service
省钱,generic-unknown
省钱大师,ecommerce-retail
省钱购,ecommerce-retail
看一看_1643,media-news-portal
看世界旅游商城服务器_正式服,travel-hospitality
真战三国-联运-游戏服,game-service
真战三国-腾讯-游戏服,game-service
真江湖-游戏服_数据盘,game-service
真江湖-游戏服_系统盘,game-service
